Plate.Number,Envelope,Treatment,Rep,Location,Genotype,Field.location,Source,Extraction.BC,Datafile,d.T3,g.T3,a.T3,d.T,g.T,a.T,Total.Tocotrienols,Total.Tocopherols,Total.Tocochromanols,ID,ID2
LD_Plate 4,18A1332_1_7,Light,2,NY,M37W,U,14A1296,8032064973,02192019_LD4_18A1332_1_7_M37W_58.lcd,0.059,9.609,8.408,0.881,34.417,1.749,18.076,37.048,55.124,M37W_Light_2,M37W_Light
LD_Plate 4,18A1332_1_8,Light,2,NY,M37W,U,14A1296,8032064960,02192019_LD4_18A1332_1_8_M37W_59.lcd,0.112,14.176,9.657,0.96,41.721,1.861,23.945,44.542,68.487,M37W_Light_2,M37W_Light
LD_Plate 4,18A1332_2_1,Dark,2,NY,M37W,U,14A1296,8032064703,02192019_LD4_18A1332_2_1_M37W_60.lcd,0.076,11.727,8.999,0.027,5.642,1.017,20.802,6.685,27.488,M37W_Dark_2,M37W_Dark
LD_Plate 4,18A1332_2_2,Dark,2,NY,M37W,U,14A1296,8032064864,02192019_LD4_18A1332_2_2_M37W_63.lcd,0.086,12.002,9.504,NA,6.285,1.14,21.592,7.457,29.049,M37W_Dark_2,M37W_Dark
LD_Plate 4,18A1332_2_3,Dark,2,NY,M37W,U,14A1296,8032064449,02192019_LD4_18A1332_2_3_M37W_64.lcd,0.051,9.405,8.879,0.028,6.384,1.416,18.334,7.828,26.163,M37W_Dark_2,M37W_Dark
LD_Plate 4,18A1332_2_4,Dark,2,NY,M37W,U,14A1296,8032065138,02192019_LD4_18A1332_2_4_M37W_65.lcd,0.059,9.346,9.728,0.024,6.107,1.393,19.133,7.524,26.657,M37W_Dark_2,M37W_Dark
LD_Plate 4,18A1332_2_5,Dark,2,NY,M37W,U,14A1296,8032065101,02192019_LD4_18A1332_2_5_M37W_66.lcd,0.068,8.779,8.922,0.025,6.431,1.272,17.769,7.728,25.497,M37W_Dark_2,M37W_Dark
LD_Plate 4,18A1332_2_6,Dark,2,NY,M37W,U,14A1296,8032064726,02192019_LD4_18A1332_2_6_M37W_67.lcd,0.093,13.125,NA,0.025,5.41,1.21,24.304,6.645,30.949,M37W_Dark_2,M37W_Dark
LD_Plate 4,18A1332_2_7,Dark,2,NY,M37W,U,14A1296,8032064497,02192019_LD4_18A1332_2_7_M37W_68.lcd,0.062,11.294,8.949,0.024,5.611,1.273,20.305,6.908,27.214,M37W_Dark_2,M37W_Dark
LD_Plate 4,18A1332_2_8,Dark,2,NY,M37W,U,14A1296,8032065318,02192019_LD4_18A1332_2_8_M37W_69.lcd,0.07,13.189,NA,NA,5.328,1.381,24.401,6.727,31.129,M37W_Dark_2,M37W_Dark
LD_Plate 4,18A1332_3_1,Control,2,NY,M37W,U,14A1296,8032065200,02192019_LD4_18A1332_3_1_M37W_70.lcd,0.064,8.81,8.495,0.359,23.387,1.748,17.37,25.495,NA,M37W_Control_2,M37W_Control
LD_Plate 4,18A1332_3_2,Control,2,NY,M37W,U,14A1296,8032064836,02192019_LD4_18A1332_3_2_M37W_71.lcd,NA,13.704,NA,NA,35.599,1.787,23.994,38.268,NA,M37W_Control_2,M37W_Control
LD_Plate 4,18A1332_3_3,Control,2,NY,M37W,U,14A1296,8032065242,02192019_LD4_18A1332_3_3_M37W_72.lcd,0.062,8.743,8.896,0.418,26.626,NA,17.701,29.335,47.036,M37W_Control_2,M37W_Control
LD_Plate 4,18A1332_3_4,Control,2,NY,M37W,U,14A1296,8032064798,02192019_LD4_18A1332_3_4_M37W_73.lcd,0.05,6.528,9.137,0.596,32.021,1.769,15.715,34.386,50.101,M37W_Control_2,M37W_Control
LD_Plate 4,18A1332_3_5,Control,2,NY,M37W,U,14A1296,8032065095,02192019_LD4_18A1332_3_5_M37W_74.lcd,0.089,11.765,8.743,0.593,27.642,1.378,20.598,29.613,50.21,M37W_Control_2,M37W_Control
LD_Plate 4,18A1332_3_6,Control,2,NY,M37W,U,14A1296,8032065004,02192019_LD4_18A1332_3_6_M37W_76.lcd,0.057,10.606,NA,0.575,30.113,1.569,18.519,32.257,50.776,M37W_Control_2,M37W_Control
LD_Plate 4,18A1332_3_7,Control,2,NY,M37W,U,14A1296,8032064404,02192019_LD4_18A1332_3_7_M37W_77.lcd,0.06,11.14,8.75,0.585,29.102,1.864,19.951,31.551,51.502,M37W_Control_2,M37W_Control
LD_Plate 4,18A1332_3_8,Control,2,NY,M37W,U,14A1296,8032064945,02192019_LD4_18A1332_3_8_M37W_78.lcd,NA,11.743,NA,NA,37.41,NA,23.974,NA,NA,M37W_Control_2,M37W_Control
